entrezGeneId,hugoGeneSymbol,type
100189361,TRP-AGG3-1,tRNA
112441443,SCGB1B1P,pseudogene
100271263,RPS6P21,pseudogene
28569,TRBV18,other
100129227,RPS6P22,pseudogene
28570,TRBV17,other
-731,MIR-6500/3P,miRNA
100271262,RPS6P20,pseudogene
28568,TRBV19,other
100506765,IGSF11-AS1,ncRNA
100506715,PNKDP1,pseudogene
109729160,ZFHX2-AS1,ncRNA
28573,TRBV14,other
28574,TRBV13,other
28571,TRBV16,other
28572,TRBV15,other
401638,RPSAP10,pseudogene
106099130,GSTT1-AS1,ncRNA
3924,RPSAP14,pseudogene
3923,RPSAP13,pseudogene
387867,RPSAP12,pseudogene
645326,RPSAP11,pseudogene
388707,RPSAP18,pseudogene
100270873,RPSAP17,pseudogene
100270872,RPSAP16,pseudogene
4897,NRCAM,protein-coding
220885,RPSAP15,pseudogene
729389,RPS6P25,pseudogene
153643,FAM81B,protein-coding
392497,RPS6P26,pseudogene
145773,FAM81A,protein-coding
100130313,RPS6P23,pseudogene
100128358,RPS6P24,pseudogene
730029,RPSAP19,pseudogene
100270865,RPS6P10,pseudogene
100270866,RPS6P11,pseudogene
105419997,SFTPD-AS1,ncRNA
5264,PHYH,protein-coding
100130958,SYCE1L,protein-coding
55000,TUG1,protein-coding
284203,RNASEH1P1,pseudogene
390766,RNASEH1P2,pseudogene
199827,RNASEH1P3,pseudogene
7284,TUFM,protein-coding
105374580,PRKCE-AS1,ncRNA
442155,TFB2MP1,pseudogene
100271135,RPS6P18,pseudogene
100271136,RPS6P19,pseudogene
100128923,RPS6P16,pseudogene
120318,RPS6P17,pseudogene
100131396,RPS6P14,pseudogene
-1663,MIR-4445/4445*,miRNA
100129732,RPS6P15,pseudogene
100270867,RPS6P12,pseudogene
392358,RPS6P13,pseudogene
102723505,ROCR,ncRNA
107984455,PUS1-AS1,ncRNA
286077,FAM83H,protein-coding
101928607,TRPM2-AS,ncRNA
644815,FAM83G,protein-coding
113828,FAM83F,protein-coding
54854,FAM83E,protein-coding
100422235,CYP4F36P,pseudogene
81610,FAM83D,protein-coding
128876,FAM83C,protein-coding
222584,FAM83B,protein-coding
84985,FAM83A,protein-coding
57332,CBX8,protein-coding
1573,CYP2J2,protein-coding
23492,CBX7,protein-coding
101928841,LOC101928841,protein-coding
23466,CBX6,protein-coding
23468,CBX5,protein-coding
8535,CBX4,protein-coding
11335,CBX3,protein-coding
84733,CBX2,protein-coding
10951,CBX1,protein-coding
53353,LRP1B,protein-coding
4076,CAPRIN1,protein-coding
65981,CAPRIN2,protein-coding
284233,CYP4F35P,pseudogene
56923,NMUR2,protein-coding
10316,NMUR1,protein-coding
26020,LRP10,protein-coding
100189371,TRR-TCG3-1,tRNA
29967,LRP12,protein-coding
84918,LRP11,protein-coding
101928035,PSMD7-DT,ncRNA
646019,CBY3,protein-coding
220082,CBY2,protein-coding
391383,WDR4P2,pseudogene
25776,CBY1,protein-coding
106480738,OSTN-AS1,ncRNA
100130607,WDR4P1,pseudogene
359778,MRPS35P2,pseudogene
51087,YBX2,protein-coding
359779,MRPS35P3,pseudogene
4904,YBX1,protein-coding
-3403,MIR-129-1/129,miRNA
339910,MRPS35P1,pseudogene
8531,YBX3,protein-coding
399473,SPRED3,protein-coding
200734,SPRED2,protein-coding
651302,ZKSCAN8P1,unknown
161742,SPRED1,protein-coding
91355,LRP5L,pseudogene
29991,OBP2A,protein-coding
222701,ZKSCAN8P2,pseudogene
29989,OBP2B,protein-coding
29774,POM121L9P,pseudogene
120227,CYP2R1,protein-coding
105379219,FAM85B,ncRNA
402117,VWC2L,protein-coding
619423,FAM85A,ncRNA
150221,RIMBP3C,protein-coding
-2486,MIR-219A-1/5P,miRNA
440804,RIMBP3B,protein-coding
100507178,SLFNL1-AS1,ncRNA
100506142,RHOQ-AS1,ncRNA
-1277,MIR-488/3P,miRNA
105374249,EIF2B5-DT,ncRNA
127545,RPL18AP4,pseudogene
729955,RPL18AP5,pseudogene
55697,VAC14,protein-coding
285053,RPL18AP6,pseudogene
100133038,RPL18AP7,pseudogene
644082,RPL18AP8,pseudogene
731642,RPL18AP9,pseudogene
7058,THBS2,protein-coding
7057,THBS1,protein-coding
7060,THBS4,protein-coding
-2931,MIR-3926-1/3926,miRNA
106479020,WASHC5-AS1,ncRNA
7059,THBS3,protein-coding
100507347,VIM-AS1,ncRNA
27099,SND1-IT1,ncRNA
400728,FAM87B,ncRNA
157693,FAM87A,ncRNA
-2489,MIR-219A-1/3P,miRNA
326289,RPL18AP1,pseudogene
387494,RPL18AP2,pseudogene
390354,RPL18AP3,pseudogene
-1605,MIR-451/451A,miRNA
6934,TCF7L2,protein-coding
83439,TCF7L1,protein-coding
102723493,SMAD3-DT,ncRNA
-1276,MIR-488/5P,miRNA
126568847,CD82-AS1,ncRNA
23175,LPIN1,protein-coding
9663,LPIN2,protein-coding
64900,LPIN3,protein-coding
162979,ZNF296,protein-coding
55022,PID1,protein-coding
54568,UGT2B29P,pseudogene
-3712,MIR-559/559,miRNA
64172,OSGEPL1,protein-coding
140123,RBMY2CP,pseudogene
23036,ZNF292,protein-coding
79794,SPRING1,protein-coding
554201,CCDC148-AS1,ncRNA
105379194,CTNNA1-AS1,ncRNA
57412,AS3MT,protein-coding
100129948,RFKP5,pseudogene
127482545,RFKP6,pseudogene
100313962,RFKP1,pseudogene
503538,A1BG-AS1,ncRNA
100132753,RFKP2,pseudogene
100132708,CYP4F30P,pseudogene
127379691,RFKP3,pseudogene
104355145,NCOA7-AS1,ncRNA
100313968,RFKP4,pseudogene
57336,ZNF287,protein-coding
4205,MEF2A,protein-coding
26974,ZNF285,protein-coding
4208,MEF2C,protein-coding
100271849,MEF2B,protein-coding
342909,ZNF284,protein-coding
284349,ZNF283,protein-coding
392439,SRSF2P1,pseudogene
8427,ZNF282,protein-coding
-1988,MIR-335/335,miRNA
23528,ZNF281,protein-coding
102800317,TPTEP2-CSNK1E,other
347598,RBMY2DP,pseudogene
6419,SETMAR,protein-coding
23741,EID1,protein-coding
163126,EID2,protein-coding
493861,EID3,protein-coding
91181,NUP210L,protein-coding
-3447,MIR-1273G/3P,miRNA
25875,LETMD1,protein-coding
11179,ZNF277,protein-coding
92822,ZNF276,protein-coding
5945,RBMY2AP,pseudogene
619449,RPIAP1,pseudogene
450208,LCEP1,pseudogene
80119,PIF1,protein-coding
10838,ZNF275,protein-coding
10782,ZNF274,protein-coding
10793,ZNF273,protein-coding
100462825,ATP7BP1,pseudogene
10086,HHLA1,protein-coding
11148,HHLA2,protein-coding
646202,TLK2P1,pseudogene
553121,TLK2P2,pseudogene
54569,UGT2B27P,pseudogene
9674,KIAA0040,protein-coding
28377,IGHVII-1-1,pseudogene
2692,GHRHR,protein-coding
80273,GRPEL1,protein-coding
100507217,CHASERR,ncRNA
134266,GRPEL2,protein-coding
450210,LCEP4,pseudogene
10795,ZNF268,protein-coding
450209,LCEP2,pseudogene
10308,ZNF267,protein-coding
450211,LCEP3,pseudogene
10781,ZNF266,protein-coding
100422342,PIGUP1,pseudogene
375850,RBMY2BP,pseudogene
9422,ZNF264,protein-coding
10127,ZNF263,protein-coding
339324,ZNF260,protein-coding
-1082,MIR-517B/517*,miRNA
105369381,IUR1,ncRNA
3024,H1-1,protein-coding
3005,H1-0,protein-coding
3007,H1-3,protein-coding
10209,EIF1,protein-coding
3006,H1-2,protein-coding
3009,H1-5,protein-coding
101929530,FANCD2P2,pseudogene
55612,FERMT1,protein-coding
3008,H1-4,protein-coding
341567,H1-7,protein-coding
115795,FANCD2OS,protein-coding
3010,H1-6,protein-coding
1983,EIF5,protein-coding
3692,EIF6,protein-coding
132243,H1-8,protein-coding
100132619,ATP5F1AP10,pseudogene
-3444,MIR-1273G/5P,miRNA
113835,ZNF257,protein-coding
-1081,MIR-517B/517B,miRNA
10979,FERMT2,protein-coding
10172,ZNF256,protein-coding
83706,FERMT3,protein-coding
94005,PIGS,protein-coding
9534,ZNF254,protein-coding
56242,ZNF253,protein-coding
5284,PIGR,protein-coding
128869,PIGU,protein-coding
90987,ZNF251,protein-coding
79670,TUT7,protein-coding
51604,PIGT,protein-coding
84720,PIGO,protein-coding
58500,ZNF250,protein-coding
23556,PIGN,protein-coding
23318,TUT4,protein-coding
9091,PIGQ,protein-coding
1463,NCAN,protein-coding
51227,PIGP,protein-coding
64101,LRRC4,protein-coding
81543,LRRC3,protein-coding
80235,PIGZ,protein-coding
347359,BMP2KL,pseudogene
284098,PIGW,protein-coding
-1996,MIR-330/3P,miRNA
55650,PIGV,protein-coding
100421239,FANCD2P1,pseudogene
84992,PIGY,protein-coding
79442,LRRC2,protein-coding
55227,LRRC1,protein-coding
54965,PIGX,protein-coding
54571,UGT2B25P,pseudogene
-291,MIR-6862-1/5P,miRNA
26098,EDRF1,protein-coding
646581,IFNWP2,pseudogene
100422247,CYP4F34P,pseudogene
1493,CTLA4,protein-coding
3469,IFNWP4,pseudogene
392292,IFNWP5,pseudogene
57209,ZNF248,protein-coding
51497,NELFCD,protein-coding
-3855,MIR-761/761,miRNA
100130671,IFNWP9,pseudogene
127525792,TVP23CP3,pseudogene
261735,TVP23CP2,pseudogene
11313,LYPLA2,protein-coding
100421599,TVP23CP1,pseudogene
10434,LYPLA1,protein-coding
101928589,LOC101928589,protein-coding
-1952,MIR-34A/34A,miRNA
6094,ROM1,protein-coding
401387,LRRD1,protein-coding
106480072,RNU6-1150P,pseudogene
54570,UGT2B26P,pseudogene
84520,GON7,protein-coding
5279,PIGC,protein-coding
9488,PIGB,protein-coding
57554,LRRC7,protein-coding
5277,PIGA,protein-coding
341883,LRRC9,protein-coding
79022,TMEM106C,protein-coding
10026,PIGK,protein-coding
64852,TUT1,protein-coding
54664,TMEM106B,protein-coding
8187,ZNF239,protein-coding
93183,PIGM,protein-coding
81793,TLR10,protein-coding
9487,PIGL,protein-coding
54872,PIGG,protein-coding
7776,ZNF236,protein-coding
9310,ZNF235,protein-coding
5281,PIGF,protein-coding
107133499,CYP4F33P,pseudogene
113277,TMEM106A,protein-coding
10780,ZNF234,protein-coding
353355,ZNF233,protein-coding
5283,PIGH,protein-coding
107985628,S100A11P5,pseudogene
7775,ZNF232,protein-coding
5273,SERPINB10,protein-coding
107985718,S100A11P6,pseudogene
89778,SERPINB11,protein-coding
107985639,S100A11P7,pseudogene
89777,SERPINB12,protein-coding
7773,ZNF230,protein-coding
-2161,MIR-1202/1202,miRNA
107985660,S100A11P8,pseudogene
5275,SERPINB13,protein-coding
107985655,S100A11P9,pseudogene
100189258,TRT-CGT6-1,tRNA
9808,KIAA0087,ncRNA
729659,S100A11P1,pseudogene
347701,S100A11P2,pseudogene
100303755,PET117,protein-coding
645474,S100A11P3,pseudogene
-1995,MIR-330/5P,miRNA
100506938,S100A11P4,pseudogene
-3378,MIR-4737/4737,miRNA
-292,MIR-6862-1/3P,miRNA
-2583,MIR-205/205,miRNA
632,BGLAP,protein-coding
106480295,PDCL2P2,pseudogene
7772,ZNF229,protein-coding
653707,PDCL2P1,pseudogene
645974,PABPC1L2B,protein-coding
7770,ZNF227,protein-coding
340529,PABPC1L2A,protein-coding
23154,NCDN,protein-coding
7769,ZNF226,protein-coding
7768,ZNF225,protein-coding
100420909,LYSETP1,pseudogene
7767,ZNF224,protein-coding
4209,MEF2D,protein-coding
7766,ZNF223,protein-coding
107133497,CYP4F32P,pseudogene
7673,ZNF222,protein-coding
7638,ZNF221,protein-coding
100131801,PET100,protein-coding
54572,UGT2B24P,pseudogene
121270,OR11M1P,pseudogene
133083,PMPCAP1,pseudogene
51222,ZNF219,protein-coding
7764,ZNF217,protein-coding
57120,GOPC,protein-coding
7762,ZNF215,protein-coding
107403068,CYP4F31P,pseudogene
7761,ZNF214,protein-coding
-1958,MIR-342/3P,miRNA
7760,ZNF213,protein-coding
-1018,MIR-3648-1/3648,miRNA
7988,ZNF212,protein-coding
10520,ZNF211,protein-coding
653361,NCF1,protein-coding
109286553,ARHGAP27P1-BPTFP1-KPNA2P3,other
105377935,ZBTB24-DT,ncRNA
4688,NCF2,protein-coding
4689,NCF4,protein-coding
6097,RORC,protein-coding
2162,F13A1,protein-coding
106480643,RNU6-1153P,pseudogene
100421695,BNIP3P10,pseudogene
55776,SAYSD1,protein-coding
6095,RORA,protein-coding
6096,RORB,protein-coding
80746,TSEN2,protein-coding
339059,PIEZO1-AS1,ncRNA
28891,IGKV1D-43,other
11191,PTENP1,pseudogene
106480418,BNIP3P16,pseudogene
106481692,BNIP3P15,pseudogene
106481693,BNIP3P18,pseudogene
28892,IGKV1D-42,other
9617,MTRF1,protein-coding
100421704,BNIP3P17,pseudogene
100421703,BNIP3P12,pseudogene
390876,RPL35P10,pseudogene
106480286,BNIP3P11,pseudogene
100421696,BNIP3P14,pseudogene
101060192,BNIP3P13,pseudogene
7757,ZNF208,protein-coding
7756,ZNF207,protein-coding
5292,PIM1,protein-coding
403234,OR2A41P,pseudogene
415116,PIM3,protein-coding
23517,MTREX,protein-coding
7755,ZNF205,protein-coding
11040,PIM2,protein-coding
100270962,RPL23P10,pseudogene
106480281,BNIP3P19,pseudogene
100271297,RPL23P11,pseudogene
7753,ZNF202,protein-coding
6098,ROS1,protein-coding
7752,ZNF200,protein-coding
100527945,NDUFA12P1,pseudogene
28894,IGKV1D-37,other
106480074,RNU6-1154P,pseudogene
100131306,BNIP3P21,pseudogene
28893,IGKV1D-39,other
100421705,BNIP3P20,pseudogene
28896,IGKV1D-33,other
28897,IGKV1D-32,pseudogene
28895,IGKV1D-35,pseudogene
100421708,BNIP3P27,pseudogene
100132658,NSA2P3,pseudogene
100421699,BNIP3P26,pseudogene
400061,NSA2P2,pseudogene
100421700,BNIP3P29,pseudogene
100421689,NSA2P5,pseudogene
106481966,BNIP3P28,pseudogene
100421765,NSA2P4,pseudogene
-692,MIR-6512/3P,miRNA
100421697,BNIP3P23,pseudogene
100421693,NSA2P7,pseudogene
100421721,NSA2P6,pseudogene
100421706,BNIP3P22,pseudogene
100421707,BNIP3P25,pseudogene
100421698,BNIP3P24,pseudogene
-3387,MIR-1295A/1295A,miRNA
4919,ROR1,protein-coding
23132,RAD54L2,protein-coding
4920,ROR2,protein-coding
140101,RBMY2MP,pseudogene
100421749,NSA2P1,pseudogene
-1957,MIR-342/5P,miRNA
109729177,INO80-AS1,ncRNA
112401,BIRC8,protein-coding
28898,IGKV1D-27,pseudogene
106481543,RNU6-1151P,pseudogene
28899,IGKV1D-22,pseudogene
100130402,B3GALNT2P1,pseudogene
4287,ATXN3,protein-coding
-1180,MIR-501/501,miRNA
64840,PORCN,protein-coding
6311,ATXN2,protein-coding
6310,ATXN1,protein-coding
724066,ATXN8,protein-coding
6314,ATXN7,protein-coding
284486,THEM5,protein-coding
378955,RBMY2JP,pseudogene
117145,THEM4,protein-coding
51337,THEM6,protein-coding
84278,MFSD14CP,pseudogene
101928513,CATIP-AS1,ncRNA
644425,RARRES2P2,pseudogene
643255,RARRES2P1,pseudogene
3544,IGLL2P,pseudogene
442131,ALG3P1,pseudogene
81240,OR52Y1P,pseudogene
2805,GOT1,protein-coding
-1685,MIR-432/432*,miRNA
2806,GOT2,protein-coding
106660620,RARRES2P9,pseudogene
105373159,RAB4A-AS1,ncRNA
642652,RARRES2P8,pseudogene
28900,IGKV1D-17,other
106481660,RARRES2P7,pseudogene
106480073,RNU6-1152P,pseudogene
28901,IGKV1D-16,other
105377820,RARRES2P6,pseudogene
106480231,RARRES2P5,pseudogene
644881,RARRES2P4,pseudogene
28902,IGKV1D-13,other
106481659,RARRES2P3,pseudogene
28903,IGKV1D-12,other
-2948,MIR-16/3P,miRNA
105369219,SIRPB3P,pseudogene
-691,MIR-6512/5P,miRNA
-2381,MIR-28/28,miRNA
5300,PIN1,protein-coding
5303,PIN4,protein-coding
140100,RBMY2KP,pseudogene
103689911,CATIP-AS2,ncRNA
3326,HSP90AB1,protein-coding
100507747,C13ORF46,protein-coding
120892,LRRK2,protein-coding
5924,RASGRF2,protein-coding
79705,LRRK1,protein-coding
5923,RASGRF1,protein-coding
135458,HUS1B,protein-coding
-1311,MIR-486-1/3P,miRNA
408,ARRB1,protein-coding
409,ARRB2,protein-coding
23755,SIRPAP1,pseudogene
106480076,RNU6-1158P,pseudogene
-1763,MIR-378/5P,miRNA
8440,NCK2,protein-coding
10362,HMG20B,protein-coding
-3793,MIR-631/631,miRNA
10363,HMG20A,protein-coding
881,CCIN,protein-coding
378953,RBMY2HP,pseudogene
4690,NCK1,protein-coding
-2382,MIR-28/3P,miRNA
3320,HSP90AA1,protein-coding
4718,NDUFC2,protein-coding
4717,NDUFC1,protein-coding
120883614,CCDC90B-AS1,ncRNA
106479531,RN7SL849P,pseudogene
-2945,MIR-16/5P,miRNA
117583,PARD3B,protein-coding
106481939,RNU6-1159P,pseudogene
400957,REL-DT,ncRNA
100874091,TM4SF1-AS1,ncRNA
332,BIRC5,protein-coding
-1153,MIR-509-2/509,miRNA
57448,BIRC6,protein-coding
79444,BIRC7,protein-coding
27291,R3HCC1L,protein-coding
329,BIRC2,protein-coding
330,BIRC3,protein-coding
100169760,RNA5S9,rRNA
-10,MIR-6080/6080,miRNA
4715,NDUFB9,protein-coding
100169758,RNA5S7,rRNA
4714,NDUFB8,protein-coding
100327036,PPP2R2DP1,pseudogene
100169759,RNA5S8,rRNA
4713,NDUFB7,protein-coding
100169756,RNA5S5,rRNA
159125,RBMY2EP,pseudogene
4712,NDUFB6,protein-coding
100169757,RNA5S6,rRNA
4711,NDUFB5,protein-coding
100169754,RNA5S3,rRNA
100129128,KHDC1L,protein-coding
4710,NDUFB4,protein-coding
100169755,RNA5S4,rRNA
4709,NDUFB3,protein-coding
106481694,BNIP3P30,pseudogene
106481544,RNU6-1155P,pseudogene
30827,CXXC1,protein-coding
4708,NDUFB2,protein-coding
84552,PARD6G,protein-coding
4707,NDUFB1,protein-coding
106480283,BNIP3P32,pseudogene
106480282,BNIP3P31,pseudogene
51523,CXXC5,protein-coding
80319,CXXC4,protein-coding
-1309,MIR-486-1/5P,miRNA
100421709,BNIP3P38,pseudogene
106480285,BNIP3P37,pseudogene
84612,PARD6B,protein-coding
100421701,BNIP3P39,pseudogene
100293704,LOC100293704,protein-coding
441212,RP9P,pseudogene
56926,NCLN,protein-coding
50855,PARD6A,protein-coding
6355,CCL8,protein-coding
100128849,BNIP3P34,pseudogene
6354,CCL7,protein-coding
-1764,MIR-378/3P,miRNA
106481695,BNIP3P33,pseudogene
106481696,BNIP3P36,pseudogene
6352,CCL5,protein-coding
106480284,BNIP3P35,pseudogene
106480075,RNU6-1156P,pseudogene
6351,CCL4,protein-coding
100169751,RNA5S1,rRNA
6348,CCL3,protein-coding
100169753,RNA5S2,rRNA
6347,CCL2,protein-coding
55699,IARS2,protein-coding
6346,CCL1,protein-coding
3376,IARS1,protein-coding
644139,PIRT,protein-coding
106481152,RN7SL847P,pseudogene
4704,NDUFA9,protein-coding
4702,NDUFA8,protein-coding
4701,NDUFA7,protein-coding
-2380,MIR-28/5P,miRNA
4700,NDUFA6,protein-coding
4698,NDUFA5,protein-coding
159162,RBMY2FP,pseudogene
4697,NDUFA4,protein-coding
4696,NDUFA3,protein-coding
4695,NDUFA2,protein-coding
101059988,BNIP3P41,pseudogene
4694,NDUFA1,protein-coding
100421702,BNIP3P40,pseudogene
127379721,BNIP3P43,pseudogene
106481697,BNIP3P42,pseudogene
91574,MTRFR,protein-coding
127379725,BNIP3P45,pseudogene
114483834,ABCF2-H2BK1,other
337872,H2BC27P,pseudogene
127379755,BNIP3P44,pseudogene
127379681,BNIP3P47,pseudogene
106481545,RNU6-1157P,pseudogene
127379734,BNIP3P46,pseudogene
378952,RBMY2GP,pseudogene
83605,CCM2,protein-coding
100507118,PRC1-AS1,ncRNA
-2402,MIR-196A-1/196A,miRNA
8812,CCNK,protein-coding
106479530,RN7SL846P,pseudogene
54619,CCNJ,protein-coding
-1379,MIR-4768/5P,miRNA
154288,KHDC3L,protein-coding
10983,CCNI,protein-coding
902,CCNH,protein-coding
899,CCNF,protein-coding
892,CCNC,protein-coding
-2054,MIR-3192/3P,miRNA
106479980,RNU6-937P,pseudogene
8838,CCN6,protein-coding
51307,FAM53C,protein-coding
8839,CCN5,protein-coding
100288524,FOXL3-OT1,ncRNA
9679,FAM53B,protein-coding
8840,CCN4,protein-coding
-3968,RPS6_PS235_S236,phosphoprotein
100528031,FKBP1A-SDCBP2,other
152877,FAM53A,protein-coding
4856,CCN3,protein-coding
1490,CCN2,protein-coding
3491,CCN1,protein-coding
100873746,RNU6-14P,pseudogene
106481863,RN7SL845P,pseudogene
107133488,MTND4LP27,pseudogene
107133489,MTND4LP28,pseudogene
107133490,MTND4LP29,pseudogene
646999,LOC646999,pseudogene
-146,MIR-873/3P,miRNA
23761,PISD,protein-coding
107075244,MTND4LP30,pseudogene
107075296,MTND4LP31,pseudogene
109729156,MTND4LP32,pseudogene
219771,CCNY,protein-coding
51110,LACTB2,protein-coding
-1445,MIR-107-10/107,miRNA
106481924,RNU6-936P,pseudogene
100129716,ARRDC3-AS1,ncRNA
92002,CCNQ,protein-coding
79935,CCNP,protein-coding
106480423,RNU6-13P,pseudogene
10309,CCNO,protein-coding
106481661,HNRNPDP2,pseudogene
106478915,RNU6-11P,pseudogene
414325,DEFB103A,protein-coding
64771,ILRUN,protein-coding
55894,DEFB103B,protein-coding
913,CD1E,protein-coding
912,CD1D,protein-coding
911,CD1C,protein-coding
910,CD1B,protein-coding
909,CD1A,protein-coding
8251,HNRNPDP1,pseudogene
106481476,RNU6-939P,pseudogene
120017342,CZIB-DT,ncRNA
106480642,RNU6-1148P,pseudogene
286042,FAM86B3P,pseudogene
930,CD19,protein-coding
89886,SLAMF9,protein-coding
100874311,ATG10-IT1,ncRNA
56833,SLAMF8,protein-coding
57823,SLAMF7,protein-coding
6838,SURF6,protein-coding
114836,SLAMF6,protein-coding
929,CD14,protein-coding
-1380,MIR-4768/3P,miRNA
-2919,MIR-3916/3916,miRNA
106481973,RNU6-12P,pseudogene
6504,SLAMF1,protein-coding
503618,DEFB104B,protein-coding
1230,CCR1,protein-coding
121009646,CBR4-DT,ncRNA
100873745,RNU6-10P,pseudogene
6834,SURF1,protein-coding
140596,DEFB104A,protein-coding
106481151,RN7SL843P,pseudogene
54674,LRRN3,protein-coding
23096,IQSEC2,protein-coding
10446,LRRN2,protein-coding
9922,IQSEC1,protein-coding
6835,SURF2,protein-coding
137872,ADHFE1,protein-coding
440073,IQSEC3,protein-coding
164312,LRRN4,protein-coding
6836,SURF4,protein-coding
340485,ACER2,protein-coding
106479981,RNU6-938P,pseudogene
125981,ACER1,protein-coding
-1397,MIR-4756/5P,miRNA
106481542,RNU6-1149P,pseudogene
55331,ACER3,protein-coding
-3963,PRKCD_PS664,phosphoprotein
940,CD28,protein-coding
939,CD27,protein-coding
647166,C13ORF42,protein-coding
57633,LRRN1,protein-coding
100133941,CD24,protein-coding
933,CD22,protein-coding
245908,DEFB105A,protein-coding
958,CD40,protein-coding
504180,DEFB105B,protein-coding
112441429,SCYGR3,protein-coding
112441435,SCYGR2,protein-coding
112441428,SCYGR1,protein-coding
91353,IGLL3P,pseudogene
106479529,RN7SL842P,pseudogene
100533990,APOC4-APOC2,other
917,CD3G,protein-coding
283420,CLEC9A,protein-coding
916,CD3E,protein-coding
915,CD3D,protein-coding
100507470,GRID1-AS1,ncRNA
10558,SPTLC1,protein-coding
106479979,RNU6-933P,pseudogene
9517,SPTLC2,protein-coding
55304,SPTLC3,protein-coding
51319,RSRC1,protein-coding
23413,NCS1,protein-coding
10803,CCR9,protein-coding
106478916,RNU6-18P,pseudogene
1237,CCR8,protein-coding
952,CD38,protein-coding
1236,CCR7,protein-coding
951,CD37,protein-coding
220974,OR6D1P,pseudogene
1235,CCR6,protein-coding
948,CD36,protein-coding
1234,CCR5,protein-coding
1233,CCR4,protein-coding
947,CD34,protein-coding
140893,RBBP8NL,protein-coding
1232,CCR3,protein-coding
945,CD33,protein-coding
729230,CCR2,protein-coding
100287136,CICP28,pseudogene
7203,CCT3,protein-coding
963,CD53,protein-coding
100529240,ZNF816-ZNF321P,other
100420257,CICP27,pseudogene
10576,CCT2,protein-coding
1043,CD52,protein-coding
503841,DEFB106B,protein-coding
106481150,RN7SL841P,pseudogene
100287528,IGLL4P,pseudogene
